"id","age","gender","income","education","region","loyalty_status","purchase_frequency","purchase_amount","product_category","promotion_usage","satisfaction_score"
84013,23,"Female",21213,"College","West","Regular","rare",7097,"Electronics",0,5
84014,29,"Female",41894,"College","East","Regular","rare",14301,"Electronics",0,5
84015,33,"Male",32851,"College","North","Silver","rare",10024,"Clothing",0,5
84016,34,"Female",6073,"College","South","Regular","rare",2261,"Electronics",0,7
84017,25,"Male",36005,"Bachelor","North","Silver","occasional",12211,"Food",0,4
84018,31,"Male",42256,"Bachelor","West","Regular","occasional",16039,"Electronics",1,5
84019,25,"Male",15767,"Masters","West","Regular","frequent",4380,"Electronics",1,4
84020,31,"Female",40120,"College","West","Regular","occasional",13376,"Clothing",1,4
84021,24,"Female",37407,"Bachelor","South","Regular","frequent",12174,"Clothing",0,4
84022,39,"Male",35951,"Bachelor","West","Silver","rare",14838,"Food",0,6
84023,28,"Female",44692,"Masters","East","Gold","frequent",12407,"Health",0,4
84024,30,"Female",8186,"College","West","Silver","frequent",2999,"Food",0,7
84025,29,"Male",44381,"College","North","Regular","occasional",13302,"Electronics",1,5
84026,26,"Female",27364,"Bachelor","East","Regular","rare",8682,"Books",1,6
84027,35,"Male",48146,"College","South","Silver","rare",15389,"Books",0,5
84028,38,"Male",45806,"Masters","East","Regular","rare",17320,"Clothing",0,6
84029,25,"Female",7417,"HighSchool","South","Silver","occasional",2746,"Books",0,5
84030,27,"Male",27340,"College","East","Silver","frequent",7092,"Home",0,5
84031,29,"Male",29717,"Bachelor","South","Regular","rare",10739,"Health",0,4
84032,19,"Male",38143,"HighSchool","West","Silver","rare",12308,"Electronics",0,4
84033,30,"Female",31034,"Bachelor","West","Silver","rare",13786,"Health",0,6
84034,31,"Male",40562,"College","East","Regular","rare",15460,"Home",0,4
84035,25,"Male",39538,"Bachelor","East","Regular","frequent",12571,"Health",1,4
84036,32,"Female",42914,"HighSchool","West","Regular","frequent",19325,"Beauty",0,5
84037,34,"Female",44923,"HighSchool","West","Gold","occasional",18899,"Health",0,4
84038,23,"Female",27790,"College","East","Gold","rare",12780,"Electronics",0,6
84039,31,"Male",27290,"Bachelor","West","Regular","frequent",9640,"Electronics",0,6
84040,34,"Female",15326,"Masters","East","Regular","frequent",5364,"Books",1,6
84041,25,"Female",44230,"College","North","Regular","rare",14980,"Food",0,5
84042,32,"Male",34509,"Bachelor","East","Regular","rare",15743,"Food",1,4
84043,33,"Male",42600,"Bachelor","East","Regular","rare",15760,"Health",0,4
84044,34,"Female",43147,"Bachelor","West","Silver","frequent",14751,"Clothing",1,5
84045,37,"Male",31014,"Bachelor","North","Regular","frequent",12260,"Electronics",1,4
84046,34,"Male",20777,"HighSchool","North","Regular","rare",6916,"Clothing",1,5
84047,21,"Female",13007,"College","East","Regular","rare",3601,"Books",0,6
84048,36,"Male",24342,"Bachelor","East","Regular","rare",7416,"Health",0,7
84049,29,"Male",45369,"Bachelor","West","Gold","frequent",14844,"Home",1,5
84050,36,"Female",7875,"College","South","Silver","rare",3111,"Clothing",0,5
84051,37,"Female",18458,"Masters","East","Silver","rare",5405,"Clothing",1,5
84052,35,"Male",8538,"Bachelor","East","Gold","occasional",3412,"Books",0,5
84053,26,"Male",16473,"College","East","Regular","rare",7542,"Food",1,4
84054,28,"Male",49611,"Bachelor","West","Regular","occasional",17988,"Clothing",0,2
84055,31,"Female",47876,"HighSchool","West","Regular","occasional",17175,"Beauty",0,5
84056,20,"Female",18380,"Bachelor","East","Regular","rare",6174,"Books",0,4
84057,24,"Female",23106,"HighSchool","East","Regular","occasional",8711,"Books",0,8
84058,29,"Male",44496,"Masters","East","Silver","rare",18161,"Food",0,7
84059,20,"Male",21529,"College","East","Regular","rare",7106,"Health",0,6
84060,38,"Female",16353,"HighSchool","West","Regular","occasional",6775,"Health",0,5
84061,24,"Female",17493,"College","South","Silver","rare",6101,"Electronics",0,3
84062,32,"Female",39377,"Bachelor","North","Regular","frequent",16956,"Clothing",0,6
84063,31,"Male",40498,"Masters","South","Gold","rare",11811,"Clothing",0,5
84064,34,"Male",29647,"Bachelor","East","Silver","frequent",9857,"Books",0,6
84065,27,"Male",42635,"Masters","West","Regular","rare",13071,"Food",0,5
84066,38,"Female",40592,"Bachelor","West","Silver","occasional",16525,"Clothing",0,6
84067,31,"Female",8421,"HighSchool","North","Silver","rare",2402,"Food",0,6
84068,32,"Female",17836,"HighSchool","North","Silver","occasional",5918,"Electronics",0,3
84069,28,"Female",42278,"College","West","Regular","rare",19037,"Health",0,5
84070,34,"Male",32909,"Masters","North","Regular","rare",8683,"Clothing",1,5
84071,25,"Female",48485,"HighSchool","East","Silver","rare",16905,"Beauty",0,5
84072,30,"Male",42990,"College","South","Gold","occasional",14990,"Clothing",1,4
84073,33,"Female",20960,"HighSchool","North","Regular","frequent",6414,"Electronics",0,6
84074,32,"Male",15771,"Bachelor","South","Regular","rare",6279,"Electronics",0,5
84075,31,"Female",12680,"College","South","Gold","rare",3495,"Clothing",1,6
84076,36,"Female",38974,"Bachelor","North","Gold","rare",14901,"Home",1,4
84077,30,"Male",44380,"College","North","Regular","occasional",16997,"Electronics",0,6
84078,34,"Female",27303,"Bachelor","North","Silver","occasional",10250,"Clothing",1,6
84079,29,"Male",45047,"HighSchool","West","Regular","occasional",14695,"Electronics",0,5
84080,29,"Female",8861,"Masters","South","Regular","rare",2726,"Food",1,5
84081,35,"Male",8364,"College","West","Regular","occasional",2501,"Books",1,4
84082,34,"Female",42524,"Bachelor","North","Regular","rare",16610,"Food",0,5
84083,33,"Male",24580,"College","East","Regular","occasional",10101,"Books",1,5
84084,23,"Male",31181,"College","West","Gold","occasional",12923,"Health",0,6
84085,30,"Male",44070,"Bachelor","North","Regular","frequent",17181,"Books",0,6
84086,32,"Male",8870,"Bachelor","North","Regular","occasional",2797,"Food",0,8
84087,32,"Female",14478,"Bachelor","North","Silver","occasional",4230,"Beauty",0,4
84088,29,"Male",44473,"Bachelor","East","Regular","rare",10841,"Home",0,6
84089,27,"Male",38797,"Bachelor","West","Regular","frequent",12245,"Health",0,5
84090,36,"Male",31727,"Bachelor","South","Silver","rare",11169,"Food",1,6
84091,28,"Male",17111,"College","West","Regular","rare",7058,"Health",0,4
84092,24,"Male",20331,"College","West","Regular","frequent",6307,"Electronics",1,6
84093,27,"Male",47676,"Bachelor","West","Regular","frequent",18499,"Food",0,5
84094,29,"Female",27537,"HighSchool","East","Gold","rare",7931,"Health",1,5
84095,34,"Female",16801,"Masters","North","Regular","rare",5846,"Clothing",0,5
84096,26,"Female",15117,"HighSchool","East","Regular","rare",4574,"Clothing",0,5
84097,32,"Female",36254,"Bachelor","South","Silver","frequent",12409,"Electronics",1,4
84098,35,"Female",20094,"College","North","Gold","rare",5551,"Health",0,5
84099,35,"Female",39834,"HighSchool","East","Regular","rare",14979,"Food",0,4
84100,38,"Female",5752,"Bachelor","South","Gold","rare",2053,"Electronics",0,8
84101,28,"Female",11037,"HighSchool","West","Silver","occasional",3865,"Books",0,2
84102,31,"Female",14464,"Bachelor","East","Silver","rare",4096,"Health",0,4
84103,39,"Female",21012,"Bachelor","North","Regular","rare",7871,"Food",0,6
84104,33,"Male",22506,"College","North","Regular","rare",8578,"Electronics",0,4
84105,24,"Male",29393,"College","West","Regular","occasional",10467,"Clothing",0,6
84106,28,"Male",16486,"College","East","Silver","rare",5550,"Electronics",0,3
84107,33,"Male",45411,"HighSchool","West","Silver","rare",15184,"Clothing",1,4
84108,25,"Male",6323,"Bachelor","East","Silver","rare",2195,"Health",0,5
84109,38,"Female",7929,"Bachelor","West","Regular","rare",2252,"Home",0,6
84110,40,"Male",38089,"College","East","Silver","occasional",11635,"Electronics",0,5
84111,33,"Female",14996,"HighSchool","North","Regular","frequent",4700,"Clothing",0,5
84112,27,"Female",49524,"Bachelor","East","Regular","occasional",21236,"Home",1,6
84113,30,"Female",37712,"College","South","Silver","frequent",13028,"Electronics",1,5
84114,34,"Male",7111,"Bachelor","East","Regular","rare",2863,"Health",0,4
84115,22,"Female",11963,"College","East","Regular","rare",3741,"Food",0,5
84116,34,"Male",37755,"College","North","Silver","rare",11425,"Electronics",0,5
84117,29,"Female",47619,"Masters","South","Regular","occasional",16453,"Clothing",0,5
84118,33,"Female",18114,"HighSchool","North","Regular","rare",6650,"Books",0,5
84119,30,"Male",38330,"College","East","Regular","rare",15311,"Clothing",0,3
84120,23,"Female",42586,"College","South","Regular","rare",14740,"Home",1,6
84121,28,"Female",11816,"Bachelor","North","Silver","rare",4171,"Books",1,6
84122,35,"Male",17032,"College","North","Gold","occasional",6392,"Clothing",1,5
84123,30,"Female",6007,"College","North","Silver","rare",1725,"Electronics",0,5
84124,33,"Male",22561,"College","North","Regular","rare",7199,"Clothing",0,3
84125,34,"Female",39539,"College","North","Gold","occasional",10950,"Health",0,4
84126,26,"Male",24628,"Masters","North","Silver","frequent",10411,"Books",1,7
84127,28,"Female",48996,"College","West","Silver","rare",16870,"Books",0,5
84128,27,"Female",8153,"Bachelor","North","Silver","rare",2541,"Health",1,4
84129,27,"Female",34983,"College","West","Silver","rare",13680,"Electronics",0,5
84130,30,"Female",29147,"Bachelor","East","Silver","frequent",9613,"Health",0,4
84131,30,"Female",35477,"Bachelor","East","Regular","frequent",13310,"Clothing",1,7
84132,24,"Male",12253,"Bachelor","East","Regular","rare",3863,"Food",1,6
84133,31,"Male",39386,"Masters","South","Regular","rare",15824,"Electronics",0,5
84134,29,"Female",28712,"Bachelor","South","Regular","occasional",10714,"Electronics",0,7
84135,30,"Female",42859,"HighSchool","East","Regular","rare",19646,"Electronics",0,4
84136,28,"Female",22858,"College","West","Silver","rare",8992,"Books",1,5
84137,27,"Male",26988,"College","South","Regular","occasional",8800,"Clothing",0,4
84138,31,"Female",46167,"HighSchool","West","Silver","rare",18482,"Clothing",0,7
84139,30,"Female",15684,"Masters","East","Regular","frequent",5688,"Electronics",1,5
84140,34,"Male",41500,"College","North","Regular","occasional",11050,"Electronics",0,5
84141,33,"Male",7873,"Bachelor","East","Regular","rare",2931,"Clothing",0,5
84142,31,"Male",6188,"College","West","Silver","rare",1791,"Electronics",0,5
84143,30,"Male",17677,"College","West","Gold","frequent",6404,"Health",0,5
84144,30,"Female",11367,"College","North","Regular","frequent",4305,"Clothing",0,5
84145,26,"Female",33951,"Bachelor","East","Silver","occasional",11050,"Electronics",0,2
84146,27,"Female",25705,"Bachelor","North","Regular","rare",8357,"Electronics",0,7
84147,32,"Male",12022,"Bachelor","East","Regular","rare",4225,"Electronics",0,4
84148,25,"Female",46169,"College","South","Regular","occasional",16855,"Home",1,6
84149,35,"Female",5249,"College","North","Silver","occasional",1504,"Clothing",0,5
84150,30,"Female",21246,"Masters","South","Regular","occasional",7660,"Books",0,8
84151,26,"Male",15392,"College","East","Regular","rare",6116,"Electronics",0,4
84152,27,"Female",48382,"Bachelor","South","Regular","occasional",19653,"Electronics",1,7
84153,32,"Male",24971,"Bachelor","West","Regular","rare",10387,"Clothing",0,3
84154,30,"Male",20690,"Bachelor","East","Silver","occasional",7619,"Clothing",0,4
84155,25,"Female",25779,"Bachelor","North","Gold","rare",10975,"Beauty",0,4
84156,37,"Female",21875,"HighSchool","East","Silver","frequent",8408,"Electronics",0,5
84157,25,"Female",44176,"HighSchool","East","Silver","rare",15494,"Electronics",0,5
84158,31,"Female",44973,"Bachelor","East","Regular","frequent",15211,"Electronics",0,5
84159,34,"Female",7052,"Bachelor","West","Regular","rare",3311,"Food",0,5
84160,32,"Female",16333,"College","West","Regular","rare",5403,"Home",0,4
84161,32,"Female",27882,"HighSchool","East","Regular","frequent",9435,"Books",0,5
84162,32,"Male",6829,"Bachelor","North","Regular","rare",2526,"Electronics",1,4
84163,34,"Female",16645,"Bachelor","South","Regular","frequent",6163,"Health",0,4
84164,37,"Female",11744,"HighSchool","East","Regular","rare",3826,"Clothing",0,3
84165,30,"Male",41834,"College","South","Silver","rare",13899,"Electronics",0,5
84166,31,"Female",17390,"College","East","Regular","rare",6310,"Electronics",1,4
84167,34,"Male",24383,"Bachelor","West","Regular","rare",10805,"Clothing",0,6
84168,33,"Female",17613,"College","North","Regular","rare",6211,"Health",0,4
84169,33,"Male",42942,"Bachelor","North","Regular","frequent",14465,"Clothing",0,5
84170,32,"Female",14460,"College","East","Regular","occasional",5480,"Electronics",0,3
84171,35,"Male",21476,"HighSchool","North","Regular","frequent",6158,"Food",0,5
84172,32,"Female",17806,"College","West","Regular","rare",5704,"Electronics",0,6
84173,31,"Male",27655,"College","North","Silver","rare",7085,"Health",0,4
84174,30,"Female",18010,"Bachelor","North","Regular","frequent",7583,"Electronics",1,4
84175,18,"Female",10572,"College","West","Regular","rare",3195,"Clothing",1,5
84176,26,"Male",29605,"Bachelor","West","Silver","occasional",6900,"Health",1,5
84177,36,"Female",14102,"College","West","Regular","frequent",5011,"Food",1,5
84178,28,"Female",20642,"HighSchool","East","Regular","frequent",5782,"Food",0,3
84179,32,"Female",8455,"Bachelor","North","Gold","rare",3118,"Beauty",0,4
84180,26,"Female",32308,"Bachelor","North","Regular","rare",13951,"Clothing",1,5
84181,25,"Female",38727,"Bachelor","West","Regular","rare",13393,"Books",0,4
84182,33,"Male",19496,"College","North","Regular","frequent",6590,"Health",1,4
84183,32,"Male",29786,"College","North","Regular","occasional",10981,"Food",0,6
84184,33,"Female",6059,"College","East","Silver","occasional",2445,"Electronics",0,4
84185,30,"Female",13946,"Masters","South","Silver","frequent",4437,"Electronics",0,4
84186,30,"Female",31879,"College","West","Regular","rare",9661,"Clothing",0,4
84187,29,"Female",5832,"College","East","Silver","rare",1933,"Electronics",1,5
84188,30,"Male",36707,"College","North","Silver","frequent",11398,"Electronics",0,3
84189,35,"Female",39095,"College","South","Regular","occasional",14999,"Electronics",1,3
84190,32,"Male",13291,"HighSchool","South","Silver","rare",4383,"Electronics",0,6
84191,27,"Female",39182,"Bachelor","North","Gold","rare",14703,"Electronics",1,5
84192,26,"Female",31468,"HighSchool","West","Gold","rare",11451,"Electronics",0,5
84193,24,"Male",11713,"College","North","Regular","rare",4054,"Electronics",1,5
84194,24,"Male",10724,"HighSchool","North","Regular","occasional",4333,"Health",1,6
84195,27,"Female",20028,"HighSchool","West","Regular","rare",8756,"Clothing",0,6
84196,35,"Female",32393,"College","West","Regular","rare",10320,"Electronics",0,4
84197,34,"Male",10001,"Bachelor","East","Gold","occasional",3681,"Clothing",1,6
84198,45,"Female",34485,"College","West","Regular","frequent",10081,"Clothing",0,6
84199,27,"Female",21102,"Bachelor","West","Regular","occasional",9430,"Electronics",0,5
84200,32,"Male",26739,"College","North","Silver","rare",8704,"Health",0,5
84201,24,"Female",36500,"College","South","Regular","rare",11891,"Home",0,4
84202,24,"Female",48043,"Masters","East","Silver","occasional",20110,"Beauty",0,4
84203,28,"Male",38739,"Bachelor","West","Regular","occasional",14972,"Books",0,5
84204,28,"Female",32887,"Bachelor","North","Regular","frequent",10621,"Food",0,4
84205,30,"Male",27435,"HighSchool","South","Silver","rare",9514,"Clothing",1,5
84206,44,"Female",26866,"Bachelor","East","Regular","rare",9777,"Clothing",1,5
84207,28,"Male",31084,"Bachelor","South","Silver","frequent",9524,"Electronics",0,4
84208,31,"Female",19662,"College","South","Regular","rare",6929,"Electronics",0,4
84209,32,"Female",16651,"Masters","West","Regular","rare",5345,"Electronics",0,5
84210,26,"Male",48932,"College","East","Regular","frequent",20290,"Food",0,4
84211,34,"Male",19154,"Masters","East","Regular","occasional",7365,"Clothing",0,6
84212,31,"Male",24761,"HighSchool","West","Silver","rare",7658,"Clothing",0,5
84213,30,"Male",25063,"Bachelor","South","Gold","frequent",7697,"Electronics",1,6
84214,31,"Female",9055,"Masters","West","Regular","rare",2742,"Health",1,7
84215,32,"Male",9509,"College","West","Regular","occasional",3263,"Books",0,6
84216,42,"Male",26445,"College","West","Regular","rare",8048,"Clothing",0,4
84217,33,"Female",17757,"College","South","Regular","occasional",5874,"Books",0,4
84218,23,"Male",31606,"College","North","Silver","frequent",12446,"Electronics",0,5
84219,34,"Female",39291,"Bachelor","West","Silver","occasional",13562,"Food",0,4
84220,26,"Male",33158,"College","West","Silver","rare",10886,"Clothing",0,4
84221,25,"Female",16914,"Bachelor","South","Regular","rare",6534,"Clothing",0,4
84222,28,"Male",15597,"Masters","North","Silver","frequent",4268,"Home",0,5
84223,30,"Male",26575,"College","East","Regular","occasional",8960,"Clothing",1,5
84224,30,"Female",42529,"College","West","Silver","rare",14195,"Electronics",0,6
84225,26,"Male",17644,"HighSchool","West","Regular","rare",6627,"Clothing",0,6
84226,24,"Male",44633,"HighSchool","West","Regular","occasional",14761,"Beauty",0,5
84227,28,"Female",28373,"College","South","Regular","rare",9802,"Electronics",0,6
84228,31,"Female",27582,"HighSchool","North","Regular","rare",8562,"Electronics",0,5
84229,33,"Male",39302,"Masters","West","Silver","frequent",14015,"Clothing",1,6
84230,26,"Female",35975,"HighSchool","North","Regular","occasional",14684,"Health",0,7
84231,33,"Male",36239,"Bachelor","North","Gold","rare",13204,"Food",0,4
84232,29,"Male",12992,"Bachelor","South","Gold","frequent",5301,"Electronics",0,5
84233,26,"Female",40858,"HighSchool","North","Regular","frequent",11932,"Clothing",0,6
84234,35,"Female",28606,"College","East","Silver","rare",9883,"Food",0,6
84235,37,"Male",28595,"Bachelor","West","Gold","rare",10617,"Health",0,6
84236,34,"Male",6757,"College","West","Regular","frequent",2458,"Books",1,6
84237,23,"Female",18773,"HighSchool","West","Gold","occasional",7338,"Electronics",1,5
84238,34,"Male",16925,"Bachelor","East","Silver","rare",5820,"Clothing",0,4
84239,28,"Female",9155,"Bachelor","South","Regular","frequent",3521,"Home",1,3
84240,29,"Female",19491,"College","North","Silver","occasional",6915,"Books",0,3
84241,33,"Male",13535,"Masters","South","Regular","frequent",5029,"Books",0,4
84242,34,"Male",22378,"Bachelor","North","Regular","occasional",7415,"Food",0,6
84243,27,"Male",22655,"Masters","East","Silver","occasional",7080,"Books",0,5
84244,22,"Male",6766,"College","North","Regular","rare",2730,"Clothing",0,6
84245,22,"Female",6184,"College","East","Gold","occasional",2068,"Clothing",0,7
84246,24,"Male",19155,"HighSchool","East","Regular","frequent",6848,"Clothing",1,5
84247,31,"Male",25790,"Bachelor","South","Regular","frequent",9645,"Electronics",0,5
84248,38,"Female",9501,"HighSchool","East","Regular","rare",2604,"Electronics",0,5
84249,39,"Female",44812,"HighSchool","North","Regular","occasional",18295,"Food",0,6
84250,29,"Male",39957,"HighSchool","West","Silver","rare",13133,"Electronics",0,4
84251,34,"Male",16319,"Masters","North","Regular","occasional",5965,"Electronics",0,5
84252,37,"Female",12304,"College","West","Regular","rare",4180,"Books",1,5
84253,29,"Male",31314,"College","South","Regular","rare",8991,"Clothing",0,4
84254,32,"Female",13008,"HighSchool","South","Regular","rare",4540,"Beauty",0,4
84255,30,"Male",35537,"HighSchool","West","Regular","rare",13188,"Clothing",1,5
84256,31,"Male",34281,"Bachelor","East","Silver","occasional",13932,"Electronics",1,6
84257,34,"Female",44749,"Masters","South","Regular","frequent",13687,"Electronics",0,5
84258,29,"Male",25324,"Bachelor","North","Silver","occasional",10841,"Clothing",1,7
84259,33,"Female",21241,"College","East","Regular","rare",7051,"Electronics",0,3
84260,33,"Male",26803,"College","West","Gold","occasional",12175,"Clothing",0,5
84261,29,"Male",38090,"HighSchool","West","Regular","rare",15698,"Clothing",0,5
84262,30,"Female",7721,"HighSchool","South","Silver","rare",1927,"Health",0,4
84263,27,"Male",24826,"College","North","Regular","rare",6758,"Clothing",0,5
84264,33,"Male",45944,"College","East","Regular","frequent",16372,"Electronics",1,3
84265,25,"Male",21204,"College","North","Silver","occasional",8619,"Books",1,5
84266,29,"Female",42560,"HighSchool","West","Regular","occasional",16692,"Books",0,5
84267,31,"Male",23522,"Bachelor","North","Regular","rare",8022,"Books",0,5
84268,27,"Male",44200,"College","North","Silver","rare",14598,"Electronics",0,6
84269,28,"Female",9760,"Bachelor","North","Silver","rare",3954,"Books",1,4
84270,38,"Female",10161,"College","North","Regular","rare",2594,"Electronics",0,6
84271,25,"Male",11603,"Bachelor","West","Silver","occasional",3107,"Books",1,3
84272,26,"Female",11586,"HighSchool","South","Silver","rare",3881,"Food",0,4
84273,30,"Male",47605,"HighSchool","West","Silver","occasional",16153,"Electronics",0,4
84274,31,"Female",11608,"College","East","Regular","frequent",4243,"Electronics",0,6
84275,32,"Male",43114,"Bachelor","East","Regular","occasional",12149,"Electronics",0,5
84276,27,"Female",10142,"Bachelor","West","Silver","frequent",4470,"Clothing",0,6
84277,33,"Female",45524,"Masters","East","Regular","rare",17588,"Clothing",0,6
84278,25,"Male",29989,"Bachelor","South","Regular","frequent",9534,"Food",0,4
84279,32,"Male",17115,"Masters","West","Regular","rare",7735,"Food",1,4
84280,32,"Female",42663,"HighSchool","South","Silver","occasional",17098,"Home",1,5
84281,29,"Male",35704,"College","East","Regular","rare",12027,"Electronics",0,5
84282,37,"Male",43375,"College","East","Regular","rare",15199,"Food",1,5
84283,29,"Female",31633,"Bachelor","West","Gold","rare",12022,"Clothing",1,6
84284,25,"Male",30969,"College","West","Regular","frequent",12940,"Books",0,4
84285,32,"Female",44128,"Bachelor","West","Regular","rare",15844,"Electronics",0,4
84286,25,"Female",26264,"Masters","West","Regular","occasional",8709,"Beauty",0,5
84287,31,"Female",14285,"College","West","Silver","frequent",5656,"Electronics",1,5
84288,36,"Female",25374,"Masters","East","Silver","rare",11770,"Electronics",0,4
84289,34,"Female",46757,"College","South","Silver","rare",16192,"Health",0,6
84290,28,"Male",34826,"HighSchool","East","Silver","rare",12709,"Electronics",0,6
84291,25,"Female",21071,"Bachelor","North","Silver","frequent",6336,"Clothing",0,6
84292,24,"Male",30801,"Bachelor","North","Regular","rare",13019,"Clothing",0,6
84293,30,"Female",28180,"Bachelor","East","Regular","frequent",8602,"Beauty",0,4
84294,39,"Female",31460,"College","West","Silver","rare",10711,"Electronics",1,3
84295,26,"Male",45049,"Bachelor","East","Regular","frequent",16408,"Electronics",0,4
84296,44,"Male",31010,"College","North","Regular","occasional",11424,"Books",0,5
84297,23,"Male",22697,"Bachelor","West","Regular","rare",7238,"Clothing",0,5
84298,28,"Female",6578,"Bachelor","East","Regular","frequent",3004,"Electronics",0,5
84299,31,"Male",47876,"College","West","Regular","rare",18720,"Beauty",1,5
84300,26,"Male",6667,"College","South","Regular","rare",2207,"Electronics",0,5
84301,32,"Male",34736,"Bachelor","East","Silver","occasional",11023,"Health",0,7
84302,27,"Male",18454,"Bachelor","South","Regular","frequent",6149,"Clothing",0,5
84303,31,"Female",28717,"College","North","Silver","rare",7815,"Clothing",0,7
84304,26,"Male",10503,"College","North","Silver","occasional",3542,"Food",0,5
84305,37,"Male",49067,"College","West","Gold","occasional",11594,"Food",0,5
84306,25,"Male",15894,"HighSchool","East","Regular","rare",6033,"Food",1,5
84307,27,"Male",16660,"Bachelor","South","Regular","frequent",7057,"Electronics",1,6
84308,33,"Female",27892,"Masters","West","Silver","occasional",10336,"Clothing",0,5
84309,30,"Female",21430,"HighSchool","West","Regular","rare",6206,"Electronics",0,5
84310,28,"Female",30145,"HighSchool","East","Silver","occasional",10461,"Health",1,3
84311,31,"Male",31504,"Masters","South","Regular","rare",10767,"Food",1,6
84312,29,"Male",28927,"Bachelor","South","Regular","rare",10112,"Beauty",1,4
84313,35,"Male",46947,"HighSchool","South","Silver","frequent",14362,"Clothing",0,4
84314,25,"Female",12671,"College","West","Regular","rare",4544,"Books",0,5
84315,31,"Female",15745,"HighSchool","East","Regular","occasional",4303,"Clothing",1,3
84316,34,"Male",7763,"HighSchool","South","Regular","occasional",2725,"Books",0,5
84317,27,"Female",24247,"College","West","Silver","frequent",8254,"Electronics",0,6
84318,20,"Male",47012,"College","West","Regular","rare",11220,"Electronics",0,6
84319,32,"Female",22519,"College","West","Silver","frequent",6664,"Food",0,5
84320,27,"Male",31092,"Bachelor","North","Regular","rare",9052,"Food",0,4
84321,35,"Female",8434,"HighSchool","East","Silver","occasional",3448,"Electronics",0,5
84322,23,"Male",34496,"Bachelor","North","Silver","occasional",9014,"Food",0,7
84323,26,"Female",20016,"College","East","Silver","frequent",6649,"Electronics",0,4
84324,32,"Female",40275,"Bachelor","West","Regular","occasional",16891,"Electronics",1,5
84325,37,"Female",13597,"Bachelor","West","Regular","rare",4925,"Electronics",0,4
84326,37,"Female",39248,"Bachelor","North","Regular","occasional",16399,"Electronics",1,5
84327,20,"Female",37217,"College","East","Regular","rare",14895,"Health",1,4
84328,33,"Male",47274,"College","North","Gold","frequent",14286,"Electronics",0,5
84329,34,"Male",37526,"Bachelor","North","Regular","rare",15222,"Electronics",0,5
84330,34,"Male",48075,"Masters","East","Regular","occasional",14290,"Books",1,4
84331,28,"Female",33830,"College","South","Regular","occasional",12764,"Food",1,5
84332,39,"Male",32806,"Bachelor","South","Regular","rare",9687,"Beauty",0,4
84333,28,"Female",5737,"Bachelor","South","Silver","rare",1542,"Clothing",0,4
84334,25,"Male",6957,"College","East","Regular","occasional",2390,"Books",1,5
84335,26,"Male",20883,"College","North","Regular","rare",7246,"Home",0,4
84336,31,"Male",38090,"HighSchool","East","Regular","rare",14365,"Clothing",0,4
84337,25,"Male",8996,"College","West","Regular","occasional",3405,"Electronics",1,5
84338,34,"Female",18288,"College","South","Regular","occasional",5340,"Electronics",0,4
84339,36,"Male",17621,"College","West","Regular","rare",7090,"Electronics",1,5
84340,27,"Female",38618,"HighSchool","South","Regular","occasional",14585,"Clothing",0,4
84341,23,"Male",49855,"HighSchool","West","Gold","frequent",19917,"Health",0,3
84342,30,"Male",21274,"College","North","Regular","frequent",7913,"Clothing",1,6
84343,31,"Female",21771,"HighSchool","East","Regular","occasional",6726,"Beauty",0,5
84344,27,"Male",13319,"Bachelor","West","Silver","rare",4195,"Books",0,6
84345,28,"Male",26475,"HighSchool","North","Regular","frequent",7853,"Electronics",0,4
84346,31,"Female",39801,"College","North","Regular","occasional",9851,"Clothing",0,6
84347,36,"Female",27905,"HighSchool","South","Silver","rare",8331,"Clothing",0,4
84348,34,"Male",42836,"Masters","North","Silver","rare",18774,"Food",0,4
84349,25,"Female",42725,"Bachelor","East","Regular","occasional",14719,"Clothing",0,5
84350,32,"Female",12714,"College","South","Gold","occasional",5846,"Beauty",1,4
84351,29,"Female",9170,"HighSchool","West","Regular","rare",4082,"Books",0,4
84352,26,"Male",44515,"College","South","Regular","rare",18616,"Books",1,6
84353,25,"Male",43589,"College","North","Silver","rare",11101,"Food",1,4
84354,37,"Female",7249,"HighSchool","East","Regular","rare",2782,"Books",0,7
84355,18,"Female",10190,"College","South","Gold","frequent",3465,"Books",1,5
84356,23,"Male",27532,"College","North","Regular","occasional",10296,"Electronics",0,5
84357,25,"Male",9033,"Bachelor","North","Regular","rare",3064,"Books",1,3
84358,28,"Male",48853,"HighSchool","North","Regular","rare",16953,"Clothing",0,4
84359,24,"Female",41809,"HighSchool","North","Regular","rare",20193,"Clothing",0,3
84360,25,"Female",45701,"Bachelor","West","Regular","frequent",16961,"Books",0,4
84361,27,"Male",17682,"College","East","Gold","occasional",5346,"Electronics",0,5
84362,26,"Male",11588,"College","East","Silver","frequent",3926,"Health",0,5
84363,33,"Male",45726,"Bachelor","North","Regular","occasional",14067,"Books",0,5
84364,24,"Male",7601,"College","West","Regular","rare",2434,"Home",0,5
84365,33,"Male",42102,"College","West","Regular","rare",16583,"Food",0,6
84366,37,"Female",9877,"Masters","North","Regular","occasional",3855,"Clothing",1,4
84367,35,"Male",16403,"College","West","Regular","rare",5584,"Clothing",0,6
84368,33,"Male",8940,"HighSchool","North","Regular","rare",3791,"Clothing",0,4
84369,28,"Female",26482,"HighSchool","West","Silver","rare",10283,"Electronics",1,4
